Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Item_Visibility,Item_Visibility_MeanRatio,Item_Weight,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9,Outlet_Identifier,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Outlet_Years,source
1,0,0,FDQ58,154.334,4287.752,0,1,0,0.015364173,1.2895446631351968,7.315,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDH31,98.0042,1587.2672,0,1,0,0.020442889,1.4304261516151078,12.0,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,1,0,NCH55,128.40200000000002,1265.02,0,0,1,0.034813556,0.9630053941050396,16.35,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,1,0,NCC54,239.3196,3615.2940000000003,0,0,1,0.09786283900000001,0.8760887662014257,17.75,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,1,0,NCT06,167.7842,165.7842,0,0,1,0.06782445599999999,1.8000222665800907,17.099999999999998,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
0,0,1,FDH56,115.9492,115.8492,0,1,0,0.11173569,1.5315372033008348,9.799999999999999,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
1,0,0,FDY46,188.9898,3554.7062,0,1,0,0.048160824000000005,1.0047208948207043,18.6,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,1,0,NCM19,114.1202,3488.1262,0,0,1,0.047197935999999996,1.123018143204357,12.65,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDB04,88.9856,3515.4240000000004,0,1,0,0.06292013,0.8704928814450318,11.349999999999998,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
1,0,0,FDB09,126.2046,1369.5506,0,1,0,0.057385239000000005,0.8630253751931487,16.25,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
1,0,0,FDK51,265.2884,3179.8608,0,1,0,0.005209791,1.0319384219027976,19.849999999999998,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
1,0,0,FDB33,157.5262,477.3786,0,1,0,0.025527994,1.5113318041043502,17.75,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
0,0,1,FDU51,175.6028,3364.9532,0,1,0,0.096495426,0.9988808368332989,20.2,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
0,1,0,NCE30,214.0902,1061.951,0,0,1,0.173574402,1.7996017690215167,16.0,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
1,0,0,DRI13,218.3508,2387.5588,1,0,0,0.020409765,1.0031395224940685,15.35,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
1,0,0,FDV32,64.751,1201.769,0,1,0,0.088888291,0.9241603458419803,7.785,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
1,0,0,DRH51,89.3856,878.8560000000001,1,0,0,0.09736772199999999,1.028623249854894,17.6,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,1,0,NCW18,238.9248,6636.6944,0,0,1,0.059275452,1.3319246722291653,15.1,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDI12,88.8856,439.42800000000005,0,1,0,0.100555034,1.0006230382639532,9.395,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
1,0,0,FDQ14,150.105,2696.49,0,1,0,0.061775607,0.8745633867482145,9.27,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
0,0,1,FDQ55,115.9834,2994.7684,0,1,0,0.012974936999999999,0.9942317040076236,13.650000000000002,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
1,0,0,FDG26,255.333,1794.3310000000001,0,1,0,0.042614360999999996,0.9215224154849745,18.85,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,1,0,NCW29,130.031,129.83100000000002,0,0,1,0.050535312,1.531537188157269,14.0,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
1,0,0,FDK27,122.3756,2059.9852,0,1,0,0.008944844,0.9221155092694355,11.0,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
1,0,0,DRL49,142.4812,2422.1804,1,0,0,0.056418354000000004,0.8745633899341273,13.15,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
0,0,1,FDK26,186.824,1864.24,0,1,0,0.032227432,0.959623290302179,5.46,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,0,1,FDT14,120.744,2756.4120000000003,0,1,0,0.127108578,0.8704928793012564,10.695,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
0,0,1,FDW19,110.95700000000001,219.71400000000003,0,1,0,0.064441812,1.4641166682232885,12.35,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
1,0,0,FDF22,211.8218,4915.6014,0,1,0,0.057152139000000005,0.8796766093036218,6.865,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,1,0,NCQ43,108.0912,1637.868,0,0,1,0.11147467,1.062293451685877,17.75,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,1,0,NCA42,158.0604,4595.3516,0,0,1,0.028410335,1.1661928390437653,6.965000000000002,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
0,0,1,FDG08,172.0764,171.7764,0,1,0,0.28952283300000003,1.8003477860808208,13.150000000000002,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
0,1,0,NCP17,65.3168,191.7504,0,0,1,0.021579142444444442,1.0,19.35,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
0,0,1,FDS19,76.0012,1214.4192,0,1,0,0.06420727700000001,1.0369600312466791,13.8,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,DRQ35,121.9388,1114.5492,1,0,0,0.042463728,0.9260469312500904,9.3,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDR25,266.8884,5034.7796,0,1,0,0.139521931,0.9990697526908913,17.0,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,1,0,NCB43,187.1898,2993.4368,0,0,1,0.09638292600000001,1.0,20.2,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDQ28,154.8656,1390.1904,0,1,0,0.060768862,0.9643770903804444,14.0,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
1,0,0,FDK24,46.2744,1086.5856,0,1,0,0.101294945,1.1608871489752757,9.195,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,1,0,NCN06,165.5868,1965.4416,0,0,1,0.120474481,0.9294568180037016,8.39,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
1,0,0,FDS08,177.937,1587.933,0,1,0,0.05695045,0.8745633966780049,5.735,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
1,0,0,FDP27,190.153,4933.5779999999995,0,1,0,0.119351235,0.8740008622194745,8.155,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDE11,185.7924,370.1848,0,1,0,0.226122963,1.774534620817244,17.7,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
0,1,0,NCX30,249.2776,4210.5192,0,0,1,0.026620627,1.0247665813211215,16.7,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,DRI51,173.4764,2404.8696,1,0,0,0.042480566,1.0428255117152323,17.25,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,0,1,FDH31,98.2042,198.4084,0,1,0,0.0142914676,1.0,12.0,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
0,0,1,FDR19,147.6102,4082.6856,0,1,0,0.159720671,0.8747287922221662,13.5,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,FDJ04,118.3124,948.0992,0,1,0,0.124348482,0.9982383457027507,18.0,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDP01,151.7682,1372.2138,0,1,0,0.063684145,0.9348909800112872,20.75,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,0,1,FDY35,45.8402,1102.5648,0,1,0,0.016092971,0.878292061436501,17.6,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,DRC36,173.6054,1751.0539999999999,1,0,0,0.0469324802,1.0,13.0,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
1,0,0,FDZ55,158.49200000000002,3994.8,0,1,0,0.025552424,1.0047208800468863,6.055,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
1,0,0,FDD11,251.40400000000002,2277.036,0,1,0,0.030591255,1.1596602553450193,12.85,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,1,0,NCJ29,87.0224,1193.1136,0,0,1,0.035336287,1.0031395370957856,10.6,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
1,0,0,FDI52,121.2072,1470.0864,0,1,0,0.104658344,0.9988808344297301,18.7,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
0,1,0,NCF06,257.9962,517.9924,0,0,1,0.020198353999999998,0.9296325942942888,6.235,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,FDG16,217.3192,5608.6992,0,1,0,0.08981680800000001,0.9222899137697427,15.25,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,0,1,FDX07,184.495,4028.09,0,1,0,0.022954443999999997,1.287092581906336,19.2,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
1,0,0,FDR14,52.9298,647.1576,0,1,0,0.174049032,0.8747287923601522,11.65,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,FDV36,125.902,126.50200000000001,0,1,0,0.044024163,1.6043357589140372,18.7,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
0,1,0,NCP14,103.3306,2404.2038,0,0,1,0.110739031,0.9334195337416527,8.275,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDJ12,209.0296,2285.0256,0,1,0,0.039008625,0.9288589823623281,8.895,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
1,0,0,FDL46,117.3466,824.9262,0,1,0,0.054277132,0.9626267054075693,20.35,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDL21,39.348,719.064,0,1,0,0.0071609080000000006,0.9241603474723507,15.85,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
0,1,0,NCA30,190.5872,1890.872,0,0,1,0.129226104,1.0358550563953632,19.0,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,1,0,NCN26,119.0808,2343.616,0,0,1,0.024495556999999998,1.0,10.85,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDJ10,139.7838,1264.3542,0,1,0,0.129479176,0.8745633870025413,5.095,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
0,1,0,NCE18,247.775,3745.125,0,0,1,0.021512619,1.1465472553299514,10.0,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDW21,101.6358,1709.1086,0,1,0,0.0059589180000000005,1.1230181538149178,5.34,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDA55,222.5088,5369.0112,0,1,0,0.056941603,0.9215224143083849,17.2,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,1,0,NCX30,247.2776,6191.94,0,0,1,0.026491715,1.0198040870293354,16.7,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
1,0,0,FDA20,186.824,6338.416,0,1,0,0.066298469,0.9942317070834876,6.78,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
1,0,0,FDT20,39.5164,926.7936,0,1,0,0.041360997000000004,0.9288589867472181,10.5,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDR11,159.3578,3048.6982,0,1,0,0.142759833,0.9310779326931684,10.5,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,0,1,FDU26,118.6782,1549.3166,0,1,0,0.042792567999999996,0.8782920738024829,16.7,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,1,0,NCY54,171.1422,2586.633,0,0,1,0.17769484600000002,0.929632602567726,8.43,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,FDP26,105.6306,418.1224,0,1,0,0.139552827,1.1595535855569503,7.785,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,0,1,FDK58,102.6016,3137.2496,0,1,0,0.045052492,1.1618202240517645,11.35,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,1,0,NCK53,98.9042,1488.0629999999999,0,0,1,0.037581243,0.9581336347487718,11.6,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,FDY52,59.9536,980.0576,0,1,0,0.007342171,1.0599396951380116,6.365,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,1,0,NCU30,161.121,2609.936,0,0,1,0.034945416,1.1749223330686314,5.11,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
0,1,0,NCA18,115.1492,1737.7379999999998,0,0,1,0.056030907000000005,0.9288589790672777,10.1,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
1,0,0,FDX40,40.0164,1312.9576,0,1,0,0.099553084,0.9639830403540073,12.85,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
1,0,0,FDX13,249.1092,2490.092,0,1,0,0.04778295900000001,0.9590984360182774,7.725,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,FDK36,47.4034,631.8442,0,1,0,0.007180374000000001,1.0321818067195372,7.090000000000002,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
0,1,0,NCP55,56.9614,221.0456,0,0,1,0.019592289,1.999051342099012,14.650000000000002,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
0,0,1,FDO56,116.3808,234.3616,0,1,0,0.078758649,1.5315371941587743,10.195,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
0,1,0,NCT06,167.0842,1326.2736,0,0,1,0.037679787222222226,1.0,17.1,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
1,0,0,FDX45,154.66299999999998,312.926,0,1,0,0.18358896,1.7991850612769442,16.75,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
0,1,0,NCJ06,118.9782,1549.3166,0,0,1,0.034623782,0.8740008607084618,20.1,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,1,0,NCA41,191.9162,4040.7402,0,0,1,0.032586709,0.9990697465296993,16.75,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,1,0,NCB42,116.9492,2780.3808,0,0,1,0.008519718,0.9942316609023342,11.799999999999999,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
1,0,0,FDE29,61.6878,1029.9926,0,1,0,0.143010016,0.9288589882353236,8.905,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDU24,94.012,1211.756,0,1,0,0.1208142668888889,1.0,6.78,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDM58,111.6544,2125.2336,0,1,0,0.079624087,1.3456798255823463,16.85,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
1,0,0,FDE44,50.7692,1034.6532,0,1,0,0.17138805,1.0278323469098614,14.65,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,DRH39,78.467,1607.9070000000002,1,0,0,0.0804666275,1.0,20.7,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,0,1,FDU33,46.1402,45.9402,0,1,0,0.23585940800000002,1.5315372005323058,7.630000000000001,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
1,0,0,FDW08,104.52799999999999,1384.864,0,1,0,0.148612263,1.1443409430414113,12.1,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,1,0,NCT30,48.0718,47.2718,0,0,1,0.134393836,1.464116663307759,9.1,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
0,1,0,NCI54,107.7912,1091.912,0,0,1,0.033599041,0.9590984502696114,15.2,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,0,1,FDS16,145.776,3954.8520000000003,0,1,0,0.066311153,1.1431675735700166,15.15,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
1,0,0,DRK39,83.225,1498.05,1,0,0,0.04962392400000001,1.1668418241012413,7.019999999999998,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
1,0,0,FDP24,119.5756,121.1756,0,1,0,0.13893181,1.5560143920863365,20.6,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
0,1,0,NCG18,103.5332,3383.5956,0,0,1,0.0239712455,1.0,15.3,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
1,0,0,DRI59,224.6088,4474.1759999999995,1,0,0,0.040636926000000004,1.1360831738414507,9.5,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
0,1,0,NCO06,35.5558,305.6022,0,0,1,0.107940533,0.928858984667198,19.25,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDR15,156.1314,620.5256,0,1,0,0.03362713,0.8796766100808358,9.3,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
1,0,0,FDE29,62.3878,1514.695,0,1,0,0.142436015,0.9251308158805561,8.905,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
0,0,1,FDN49,41.648,679.1160000000001,0,1,0,0.125200788,0.929456822417761,17.25,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
1,0,0,FDQ21,119.3756,3271.7412,0,1,0,0.019407069,1.0261718451814097,21.25,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,0,1,FDE17,151.7366,4836.3712,0,1,0,0.054445198,1.0245727963804794,20.1,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
0,1,0,NCI42,209.4954,2500.7448,0,0,1,0.01040777,0.9260468991745741,18.75,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDZ21,95.84100000000001,1641.1970000000001,0,1,0,0.039443715,0.934890983743562,17.6,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,0,1,FDX48,154.2656,3398.2432,0,1,0,0.038042232999999995,0.8782920715359686,17.75,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDH26,141.9496,988.0472,0,1,0,0.034770109,0.9241603489992773,19.25,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
1,0,0,FDD50,171.0132,4396.9432,0,1,0,0.141862435,1.0006230377923346,18.85,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
1,0,0,FDL40,95.541,96.541,0,1,0,0.019438042,1.9293159823374768,17.7,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
0,1,0,NCO02,67.5142,2306.9970000000003,0,0,1,0.073012871,1.0227997472190578,11.150000000000002,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
1,0,0,FDF05,264.89099999999996,4996.829000000001,0,1,0,0.026848529,0.9215224135701815,17.5,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
1,0,0,DRG25,185.62400000000002,6897.688,1,0,0,0.019033838,0.9982383374234125,10.5,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,1,0,NCA41,192.3162,2308.9944,0,0,1,0.032771033,1.0047209011755809,16.75,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
1,0,0,FDZ40,52.6298,808.947,0,1,0,0.04026424,0.8765027598570292,8.935,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
0,0,1,FDT15,183.795,549.285,0,1,0,0.074729835,1.5315371964571574,12.150000000000002,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
1,0,0,FDP46,90.98299999999999,1348.245,0,1,0,0.074601506,1.16012888975662,15.35,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
1,0,0,DRG01,78.467,229.701,1,0,0,0.078576075,1.7995045000750607,14.799999999999999,0,0,0,0,1,0,0,0,0,0,OUT019,1,0,0,0,0,1,1,0,0,0,28,train
1,0,0,FDR23,178.037,2646.555,0,1,0,0.081719458,0.9583003024678257,15.85,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
1,0,0,FDF09,36.4848,447.4176,0,1,0,0.012173543,0.9315178904214081,6.215,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
1,0,0,FDK09,230.7352,8474.3024,0,1,0,0.091318935,0.8704928823641588,15.200000000000001,0,0,0,0,0,1,0,0,0,0,OUT027,0,0,1,0,1,0,0,0,0,1,28,train
1,0,0,DRJ11,189.0872,3970.8312,1,0,0,0.085075063,1.1726367941737734,9.5,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
1,0,0,FDI32,113.2834,1727.751,0,1,0,0.17464455199999998,1.0625433162656195,17.7,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
0,1,0,NCG42,129.731,1298.31,0,0,1,0.041395775,1.041184159833017,19.2,0,0,0,1,0,0,0,0,0,0,OUT018,0,0,1,0,1,0,0,0,1,0,4,train
0,0,1,FDA51,112.1518,1252.3698,0,1,0,0.16467959699999998,0.9990697482469494,8.05,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
1,0,0,FDG57,49.4034,194.4136,0,1,0,0.121012632,1.556014388856127,14.7,1,0,0,0,0,0,0,0,0,0,OUT010,0,0,1,0,0,1,1,0,0,0,15,train
0,0,1,FDG34,109.5254,1627.881,0,1,0,0.037563325,1.0365217462062253,11.5,0,0,0,0,0,0,1,0,0,0,OUT035,0,1,0,0,0,1,0,1,0,0,9,train
0,1,0,NCI43,49.0376,143.8128,0,0,1,0.026115595,1.0047208879522054,19.85,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,1,0,NCY53,113.3544,2572.6512,0,0,1,0.05848134,1.0274967241532431,20.0,0,0,0,0,0,0,0,0,1,0,OUT046,1,0,0,0,0,1,0,1,0,0,16,train
0,0,1,FDC33,195.3768,2759.0752,0,1,0,0.068880971,1.1230181426229782,8.96,0,1,0,0,0,0,0,0,0,0,OUT013,0,0,1,1,0,0,0,1,0,0,26,train
0,1,0,NCK29,124.773,2956.152,0,0,1,0.125964559,1.3030750296997975,5.615,0,0,0,0,0,0,0,0,0,1,OUT049,1,0,0,0,1,0,0,1,0,0,14,train
1,0,0,FDS50,220.0114,2217.114,0,1,0,0.055746931,1.0047209004840465,17.0,0,0,1,0,0,0,0,0,0,0,OUT017,0,1,0,0,0,1,0,1,0,0,6,train
0,1,0,NCJ30,171.479,4074.696,0,0,1,0.080804019,0.9604458117311228,5.82,0,0,0,0,0,0,0,1,0,0,OUT045,0,1,0,0,0,1,0,1,0,0,11,train
